Date,Title,description
5/2/17,Apple's iPhone unit sales take a surprising fall,"The tech giant's revenue rises, though, because of ""robust"" demand for the pricier iPhone 7 Plus."
5/2/17,Former S.C. police officer pleads guilty in fatal shooting caught on video,"Michael Slager had faced state and local charges in the April 2015 shooting of Walter Scott, who was shot as he ran away from the officer."
5/2/17,Google's surging Chromebooks will test Microsoft's new Windows 10 S PCs,"Microsoft for years has been trying to tackle the growing threat of Google's Chrome OS, which is siphoning PC market share away from Windows."
5/2/17,Ivanka Trump Has the PresidentÕs Ear. HereÕs Her Agenda.,The first daughter has the presidentÕs trust and a widening portfolio. So what will she do with it?
5/2/17,South KoreaÕs likely next president warns the U.S. not to meddle in its democracy,But Moon Jae-in says he thinks ÒTrump is more reasonable than he is generally perceived.Ó
5/2/17,Trump and Putin Agree to Seek Syria Cease-Fire,"In their first conversation since last monthÕs rupture over Syria, President Trump said he would send a representative to Russian-sponsored talks."
5/2/17,FBI woman went to Syria to wed IS recruiter she investigated,The married linguist reportedly wed the jihadist six months after being assigned to investigate him.
5/2/17,Where is France's famed ÔRepublican FrontÕ in 2017?,"With an extremist candidate predicted to take as much as 40% of the vote, many are wondering where is the famed bipartisan opposition."
5/2/17,Brussels hoists gross Brexit ÔbillÕ to Û100bn,None
5/2/17,Donald TrumpÕs pluto-populism laid bare,None
5/2/17,Apple iPhone sales slightly shy of Wall St estimates,None
5/2/17,Trump urges shutdown to fix ÔmessÕ in Congress,None
5/2/17,Collapse forces Alitalia into administration,None
5/2/17,US business warns on impact of immigration limits,None
5/2/17,"After dinner, the knives come out",None
5/2/17,The US and UK put international arbitration on trial,None
5/2/17,The enigmatic loner suspected of Dortmund bus bombing,None
5/2/17,Aides deny Le Pen plagiarised Fillon speech,None
5/2/17,"Apple Sells Fewer iPhones in Last Quarter, Shares Slide","Apple Inc. reported falling iPhone sales in its fiscal second quarter, showing why itÕs urgent the company make significant upgrades to the next version of the flagship device to contend with rivals like Samsung Electronics Co."
5/2/17,Trump Tries to Save Face After Taking a Thumping on His First Budget Showdown,President Donald TrumpÕs first budget showdown with CongressÊwent so poorly heÕs already talking about a government shutdown in September and an end to the SenateÕs filibuster rule.
5/2/17,U.S. May Consider New Venezuela Sanctions as Crisis Deepens,The U.S. may consider new sanctions against Venezuela in response to President Nicolas MaduroÕs announcement that he will seek to rewrite his countryÕs constitution.
5/2/17,Hampton Creek CEO Fires Top Execs After Fundraising Struggles,"Hampton Creek Inc.Êhas struggled to line up funding, and its management is in turmoil."
5/2/17,Beef Prices Soar After Blizzard Clobbers Midwest,"Cattle futures extended a surge to a record and wholesale beef jumped to a 13-month high after a weekend blizzard hammered the Midwest, and a Kansas livestock group estimated the snowstorm may have killed thousands of animals, signaling tightening meat supplies."
5/2/17,Test of U.S. Defense Against North Korea Missiles Set This Month,"The Pentagon will attempt a new test by the end of this month of whether it can intercept an intercontinental ballistic missile like the ones North Korea is seeking to develop, according to the deputy director of the U.S. Missile Defense Agency."
5/2/17,Hillary Clinton Blames FBI and Russia for 2016 Loss,"""If the election were on Oct. 27, I would be your president,"" Hillary Clinton said on Tuesday."
5/2/17,Car Thefts Are Surging in Mexico and Police Can't Keep Up,"Auto-theft rates in Mexico are rising at the fastest pace ever, and authorities are getting worse at tracking down the stolen cars."
5/2/17,Apple CanÕt Ignore MicrosoftÕs Slick New Laptop,"AnÊexclusive look at the Surface Laptop, a $999 machine that boots up in seconds, weighs 2.76 pounds and runs a sportier version of Windows."
5/2/17,"Pay-TV Users Are Bailing Faster Than Ever, Clouding Media Stocks","U.S. cable and satellite-TV providers suffered their worst first quarter of subscriber losses in history, raising fresh concerns that cord-cutting will accelerate and drag down media stocks."
5/2/17,"Matteo Renzi is back in Italian politics, for now",Despite a convincing victory he faces a tough time in parliament
5/2/17,Emmanuel Macron would be the youngest leader in French history,"Leaders of western economies are getting younger, even as their populations age"
5/2/17,The politics of Jeremy CorbynÕs beard,Britons are getting hairier but still prefer their politicians clean shaven
5/2/17,The mysterious case of the missing prime minister,"With a big lead in the polls, the Conservatives are running a content-free campaign"
5/2/17,A polygamy trial in Canada tests the limits of conjugal freedom,The case illustrates the tension between religious freedom and human rights in democracies
5/2/17,Home-sharing sites are targeting business travellers,But some road warriors will always prefer the safe option of a hotel
5/2/17,"Apple Continues Its Comeback Campaign, but iPhone Worries Persist","Apple extended its rebound in the latest quarter with rising profit and revenue, but reported tepid iPhone demand that adds pressure on the technology giant to deliver a hit with its new 10th-anniversary handset later this year."
5/2/17,"GOP Losing Votes on Health Bill, Imperiling Its Chances","House Republican leaders are on the brink of losing too many GOP votes to pass their health-care bill, with influential Rep. Fred Upton the latest to say he couldnÕt support the measure in its current form."
5/2/17,"Trump, Putin Discuss Crises in Syria and on Korean Peninsula","President Donald Trump spoke by phone on Tuesday with Russian President Vladimir Putin, weeks after the U.S. leader described relations between Washington and Moscow as reaching an all-time low."
5/2/17,FacebookÕs Female Engineers Claim Gender Bias,"An analysis last year by a longtime engineer at Facebook found female engineers received 35% more rejections of their code than men, setting off an internal debate over gender bias. A later study rejected those findings."
5/2/17,Revolt Against Sky-High Drug Prices Prompts a Pioneer to Cash Out,"Jeffrey Aronin hoped to eventually sell Marathon Pharmaceuticals for billions of dollars, but then the company said it would charge $89,000 a year for a muscular-dystrophy drug."
5/2/17,Trump Adviser KushnerÕs Undisclosed Partners Include Goldman and Soros,"Jared Kushner, the presidentÕs son-in-law and senior adviser, is currently in business with Goldman Sachs Group Inc. and billionaires George Soros and Peter Thiel, according to people familiar with the matter and securities filings."
5/2/17,It Took Investors Just Four Months to Pull Nearly $7 Billion From Hedge Fund Giant,"Investors pulled nearly $7 billion from Och-Ziff Capital Management Group, the largest publicly traded hedge-fund firm in the U.S., in the first four months of 2017, the latest sign of investor disillusionment with Wall StreetÕs most prominent money managers."
5/2/17,Jay Clayton Confirmed as SEC Chairman,"The Senate approved President Donald TrumpÕs choice to lead the Securities and Exchange Commission, elevating a Wall Street lawyer who hopes to turn around the decline in the number of public companies."
5/2/17,"United, Other Airlines Warned by Lawmakers to Fix Customer Service",United Continental CEO Oscar Munoz and other airline executives were warned--fix customer service or face new regulations--in a House committee hearing as fallout from a passengerÕs forced removal from a flight continued.
5/2/17,Puerto Rico Creditors Sue Over Debt-Cutting Plans,Puerto Rico was besieged by creditor lawsuits Tuesday following the expiration of a key legal deadline in the renegotiation of its $73 billion mountain of debt.
